Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
954,2015-09-21 16:58:41,2015-09-21 17:14:35,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.046304543,24440,Subscriber,1964,1
209,2015-09-21 17:01:44,2015-09-21 17:05:13,3196,Riverview Park,40.7443187,-74.0439909,3196,Riverview Park,40.7443187,-74.0439909,24471,Subscriber,1987,2
1076,2015-09-21 17:04:00,2015-09-21 17:21:57,3185,City Hall,40.7177325,-74.043845,3209,Brunswick St,40.7241765,-74.0506564,24716,Subscriber,1970,1
10127,2015-09-21 17:09:01,2015-09-21 19:57:48,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3197,North St,40.752559,-74.044725,24627,Customer,,0
10076,2015-09-21 17:09:08,2015-09-21 19:57:04,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3197,North St,40.752559,-74.044725,24468,Customer,,0
643,2015-09-21 17:09:41,2015-09-21 17:20:24,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24536,Subscriber,1987,1
178,2015-09-21 17:10:04,2015-09-21 17:13:02,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24439,Subscriber,1981,2
1270,2015-09-21 17:16:48,2015-09-21 17:37:58,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.742677141,-74.051788633,24691,Subscriber,1976,1
546,2015-09-21 17:17:53,2015-09-21 17:27:00,3202,Newport PATH,40.7272235,-74.0337589,3185,City Hall,40.7177325,-74.043845,24444,Subscriber,1990,1
1132,2015-09-21 17:18:06,2015-09-21 17:36:58,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3194,McGinley Square,40.7253399253558,-74.06762212514877,24489,Subscriber,1981,1
389,2015-09-21 17:18:09,2015-09-21 17:24:38,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24442,Subscriber,1984,1
310,2015-09-21 17:18:17,2015-09-21 17:23:27,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24521,Subscriber,1983,2
132,2015-09-21 17:24:39,2015-09-21 17:26:52,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24391,Subscriber,1977,1
1111,2015-09-21 17:25:29,2015-09-21 17:44:00,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24445,Customer,,0
87733,2015-09-21 17:26:55,2015-09-22 17:49:08,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3201,Dey St,40.737711,-74.066921,24432,Customer,,0
330,2015-09-21 17:29:17,2015-09-21 17:34:48,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24488,Subscriber,1962,1
307,2015-09-21 17:29:40,2015-09-21 17:34:48,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24450,Subscriber,1960,2
4511,2015-09-21 17:30:02,2015-09-21 18:45:13,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.047726625,24499,Customer,,0
422,2015-09-21 17:30:43,2015-09-21 17:37:45,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24713,Subscriber,1981,1
631,2015-09-21 17:31:21,2015-09-21 17:41:52,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24482,Customer,,0
153,2015-09-21 17:32:35,2015-09-21 17:35:09,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24717,Subscriber,1982,1
754,2015-09-21 17:40:39,2015-09-21 17:53:13,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24478,Subscriber,1985,1
314,2015-09-21 17:41:53,2015-09-21 17:47:08,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24420,Subscriber,1988,1
80,2015-09-21 17:46:03,2015-09-21 17:47:24,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,24391,Subscriber,1985,1
584,2015-09-21 17:48:51,2015-09-21 17:58:35,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074262530658,-74.06378388404846,24456,Subscriber,1986,2
947,2015-09-21 17:49:29,2015-09-21 18:05:16,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.046304543,24391,Subscriber,1983,2
234,2015-09-21 17:49:57,2015-09-21 17:53:51,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24486,Subscriber,1984,1
93,2015-09-21 17:51:36,2015-09-21 17:53:10,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24398,Subscriber,1975,1
600,2015-09-21 17:53:03,2015-09-21 18:03:04,3202,Newport PATH,40.7272235,-74.0337589,3209,Brunswick St,40.7241765,-74.0506564,24645,Subscriber,1989,1
219,2015-09-21 17:53:16,2015-09-21 17:56:56,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24574,Subscriber,1975,2
303,2015-09-21 17:53:34,2015-09-21 17:58:38,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3203,Hamilton Park,40.727595966,-74.044247311,24677,Subscriber,1970,1
614,2015-09-21 17:55:54,2015-09-21 18:06:09,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24467,Subscriber,1981,1
516,2015-09-21 18:00:01,2015-09-21 18:08:38,3195,Sip Ave,40.73074262530658,-74.06378388404846,3194,McGinley Square,40.7253399253558,-74.06762212514877,18245,Subscriber,1991,1
437,2015-09-21 18:01:37,2015-09-21 18:08:55,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.727595966,-74.044247311,24625,Subscriber,1981,2
1008,2015-09-21 18:02:14,2015-09-21 18:19:03,3206,Hilltop,40.7311689,-74.0575736,3206,Hilltop,40.7311689,-74.0575736,24522,Subscriber,1977,2
295,2015-09-21 18:06:06,2015-09-21 18:11:01,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24679,Subscriber,1977,1
376,2015-09-21 18:08:45,2015-09-21 18:15:02,3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595966,-74.044247311,24443,Subscriber,1982,1
757,2015-09-21 18:09:14,2015-09-21 18:21:52,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,24427,Subscriber,1962,1
680,2015-09-21 18:09:24,2015-09-21 18:20:44,3195,Sip Ave,40.73074262530658,-74.06378388404846,3193,Lincoln Park,40.7246050998869,-74.07840594649315,24682,Subscriber,1975,2
320,2015-09-21 18:11:17,2015-09-21 18:16:37,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3214,Essex Light Rail,40.7127742,-74.0364857,24698,Subscriber,1979,1
587,2015-09-21 18:12:04,2015-09-21 18:21:51,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,24422,Subscriber,1960,2
404,2015-09-21 18:13:29,2015-09-21 18:20:14,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24452,Subscriber,1980,1
832,2015-09-21 18:13:49,2015-09-21 18:27:41,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24518,Subscriber,1975,1
384,2015-09-21 18:14:02,2015-09-21 18:20:26,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24551,Subscriber,1989,2
238,2015-09-21 18:16:36,2015-09-21 18:20:34,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24574,Subscriber,1975,2
1644,2015-09-21 18:17:39,2015-09-21 18:45:03,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24688,Subscriber,1988,1
351,2015-09-21 18:17:54,2015-09-21 18:23:45,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24398,Subscriber,1982,1
445,2015-09-21 18:17:57,2015-09-21 18:25:23,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3210,Pershing Field,40.742677141,-74.051788633,24379,Subscriber,1985,2
154,2015-09-21 18:19:27,2015-09-21 18:22:01,3203,Hamilton Park,40.727595966,-74.044247311,3203,Hamilton Park,40.727595966,-74.044247311,24614,Subscriber,1969,1
443,2015-09-21 18:19:48,2015-09-21 18:27:11,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24673,Subscriber,1986,2
501,2015-09-21 18:20:14,2015-09-21 18:28:35,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24536,Subscriber,1980,1
512,2015-09-21 18:20:50,2015-09-21 18:29:22,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24482,Subscriber,1982,1
586,2015-09-21 18:21:57,2015-09-21 18:31:43,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24445,Subscriber,1984,1
566,2015-09-21 18:22:29,2015-09-21 18:31:55,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24552,Subscriber,1984,1
134,2015-09-21 18:23:24,2015-09-21 18:25:38,3211,Newark Ave,40.72152515,-74.046304543,3209,Brunswick St,40.7241765,-74.0506564,24637,Subscriber,1981,1
321,2015-09-21 18:23:48,2015-09-21 18:29:10,3206,Hilltop,40.7311689,-74.0575736,3212,Christ Hospital,40.734785818,-74.050443636,24674,Subscriber,1990,1
658,2015-09-21 18:24:08,2015-09-21 18:35:07,3194,McGinley Square,40.7253399253558,-74.06762212514877,3185,City Hall,40.7177325,-74.043845,24489,Customer,,0
129,2015-09-21 18:24:49,2015-09-21 18:26:58,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.7177325,-74.043845,24617,Subscriber,1970,1
1303,2015-09-21 18:26:18,2015-09-21 18:48:01,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24678,Subscriber,1991,1
749,2015-09-21 18:26:26,2015-09-21 18:38:55,3203,Hamilton Park,40.727595966,-74.044247311,3203,Hamilton Park,40.727595966,-74.044247311,24512,Subscriber,1991,2
371,2015-09-21 18:27:00,2015-09-21 18:33:11,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3203,Hamilton Park,40.727595966,-74.044247311,24635,Subscriber,1981,1
621,2015-09-21 18:28:31,2015-09-21 18:38:53,3203,Hamilton Park,40.727595966,-74.044247311,3214,Essex Light Rail,40.7127742,-74.0364857,24677,Subscriber,1970,1
218,2015-09-21 18:32:33,2015-09-21 18:36:12,3188,NJCU,40.7101087,-74.0858489,3189,West Side Light Rail,40.714402,-74.0887723,24604,Subscriber,1976,1
191,2015-09-21 18:32:37,2015-09-21 18:35:49,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24398,Subscriber,1985,1
207,2015-09-21 18:33:55,2015-09-21 18:37:22,3195,Sip Ave,40.73074262530658,-74.06378388404846,3194,McGinley Square,40.7253399253558,-74.06762212514877,24546,Subscriber,1972,1
226,2015-09-21 18:34:40,2015-09-21 18:38:27,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24445,Subscriber,1981,2
623,2015-09-21 18:35:54,2015-09-21 18:46:17,3215,Central Ave,40.7467299,-74.0492509,3196,Riverview Park,40.7443187,-74.0439909,24568,Subscriber,1970,1
185,2015-09-21 18:37:37,2015-09-21 18:40:42,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24442,Subscriber,1978,1
194,2015-09-21 18:37:50,2015-09-21 18:41:05,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24552,Subscriber,1988,1
1217,2015-09-21 18:38:13,2015-09-21 18:58:30,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24450,Customer,,0
353,2015-09-21 18:38:25,2015-09-21 18:44:18,3209,Brunswick St,40.7241765,-74.0506564,3203,Hamilton Park,40.727595966,-74.044247311,24670,Subscriber,1970,1
207,2015-09-21 18:38:55,2015-09-21 18:42:23,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24632,Subscriber,1962,1
526,2015-09-21 18:39:58,2015-09-21 18:48:45,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24574,Subscriber,1992,2
400,2015-09-21 18:40:07,2015-09-21 18:46:47,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24401,Subscriber,1981,2
727,2015-09-21 18:40:06,2015-09-21 18:52:14,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,24623,Subscriber,1974,1
965,2015-09-21 18:42:42,2015-09-21 18:58:48,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3185,City Hall,40.7177325,-74.043845,24448,Subscriber,1985,1
291,2015-09-21 18:45:12,2015-09-21 18:50:03,3195,Sip Ave,40.73074262530658,-74.06378388404846,3194,McGinley Square,40.7253399253558,-74.06762212514877,24555,Subscriber,1983,1
600,2015-09-21 18:45:19,2015-09-21 18:55:19,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.727595966,-74.044247311,24422,Subscriber,1982,1
305,2015-09-21 18:45:24,2015-09-21 18:50:30,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24628,Subscriber,1989,1
579,2015-09-21 18:46:28,2015-09-21 18:56:08,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3192,Liberty Light Rail,40.7112423,-74.0557013,24500,Subscriber,1983,1
345,2015-09-21 18:47:58,2015-09-21 18:53:44,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24401,Subscriber,1984,1
838,2015-09-21 18:48:14,2015-09-21 19:02:13,3195,Sip Ave,40.73074262530658,-74.06378388404846,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24547,Subscriber,1982,1
581,2015-09-21 18:50:30,2015-09-21 19:00:12,3196,Riverview Park,40.7443187,-74.0439909,3215,Central Ave,40.7467299,-74.0492509,24582,Subscriber,1970,1
258,2015-09-21 18:51:17,2015-09-21 18:55:35,3195,Sip Ave,40.73074262530658,-74.06378388404846,3201,Dey St,40.737711,-74.066921,24467,Subscriber,1973,1
1864,2015-09-21 18:51:36,2015-09-21 19:22:40,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,24505,Subscriber,1976,1
303,2015-09-21 18:52:49,2015-09-21 18:57:52,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.727595966,-74.044247311,24617,Subscriber,1989,1
2219,2015-09-21 18:53:58,2015-09-21 19:30:58,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,24603,Subscriber,1977,1
657,2015-09-21 18:54:54,2015-09-21 19:05:51,3213,Van Vorst Park,40.71848892,-74.047726625,3203,Hamilton Park,40.727595966,-74.044247311,24442,Subscriber,1976,2
319,2015-09-21 18:58:23,2015-09-21 19:03:43,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.046304543,24688,Subscriber,1968,1
478,2015-09-21 18:59:31,2015-09-21 19:07:30,3213,Van Vorst Park,40.71848892,-74.047726625,3213,Van Vorst Park,40.71848892,-74.047726625,24706,Subscriber,1967,1
247,2015-09-21 18:59:45,2015-09-21 19:03:53,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24694,Subscriber,1987,1
686,2015-09-21 18:59:46,2015-09-21 19:11:13,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,24521,Subscriber,1993,1
282,2015-09-21 19:02:41,2015-09-21 19:07:24,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3185,City Hall,40.7177325,-74.043845,24547,Subscriber,1980,1
547,2015-09-21 19:04:12,2015-09-21 19:13:19,3202,Newport PATH,40.7272235,-74.0337589,3213,Van Vorst Park,40.71848892,-74.047726625,24597,Subscriber,1991,1
1739,2015-09-21 19:04:37,2015-09-21 19:33:37,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,24444,Customer,,0
